	relationship	smoker	alp	weight	trombocyty	hematokrit	hemoglobin	er-cv	ast	ssn	erytrocyty	indicator	hbver	leukocyty	alt	etytr	name
9399	widowed	no	83.83759	141.53578	7.09525	5.85952	5.79737	52.95920	44.17317	393-95-7645	6.92360	1.00000	5.40197	5.73957	8.41896	5.42977	Thomas Franklin
9400	married	no	24.16878	14.68502	8.13423	4.56084	8.52208	39.86517	60.81214	273-63-2065	5.56398	1.00000	6.37980	6.15525	9.46498	7.63221	Jeffrey Long
9401	divoced	no	51.30246	77.78302	6.26334	7.53211	4.87404	61.02733	46.93974	548-99-4000	7.77347	1.00000	6.61849	5.54755	12.50868	7.41228	Natalie Conley
9402	single	no	36.43509	-10.14176	8.01512	7.15410	10.66507	63.93916	47.37305	285-01-9353	8.46333	1.00000	6.36984	5.92819	18.55633	5.34558	Devin Anthony
9403	nop	no	43.58242	92.76265	7.54904	3.98688	7.99611	73.84779	38.49941	639-68-1226	3.63931	0.00000	7.32159	7.29035	7.58200	5.86129	Theresa Cochran
9404	nop	Y	82.74321	39.78108	6.15540	6.12389	6.82136	19.09540	57.64857	065-90-1144	7.00124	1.00000	5.22963	5.84683	6.71179	5.93844	Anthony Chapman
9405	widowed	no	79.30750	78.32622	4.88222	3.60598	5.65230	62.93750	43.26268	121-99-8306	8.09505	0.00000	4.73947	8.32735	16.07092	5.82695	Darren Moon
9406	single	no	32.70370	75.18990	6.92787	4.39323	8.18813	38.13150	55.93403	889-64-1266	6.42852	1.00000	4.96671	6.70341	5.94406	5.88613	Richard Jones
9407	divoced	no	50.40158	50.47176	10.48146	8.10209	4.63780	26.36896	62.45801	044-11-7577	6.56643	1.00000	6.53514	6.06592	6.35781	5.95817	Janet Rose
9408	widowed	Y	15.38347	104.15341	7.61964	4.15826	8.89055	48.77909	50.25569	762-66-2346	6.69824	1.00000	5.98503	5.29860	6.28600	6.84146	Jennifer Pruitt
9409	nop	yes	81.62450	16.90375	5.51461	4.91938	5.75316	58.60291	36.80682	209-32-8426	7.05964	0.00000	4.95934	7.50297	7.84180	7.32032	William Ellis
9410	nop	Y	22.98387	90.19648	7.65487	7.91288	3.99506	47.72196	58.82999	344-89-6529	7.57235	1.00000	6.21562	7.37039	10.25627	6.66973	Timothy Carson
9411	separated	Y	63.27690	47.61374	7.57824	5.89400	7.38262	47.58429	39.17445	728-66-4117	6.48678	0.00000	6.26968	5.27173	9.11254	5.78174	Kayla Miller
9412	widowed	no	24.40426	36.76458	8.44356	7.15077	8.45561	53.05025	69.40068	268-58-2826	5.43292	1.00000	5.43472	5.54203	6.06937	5.67864	Deborah Brown
9413	married	no	52.56250	42.83046	9.67467	7.72321	4.82275	70.77203	44.56340	345-18-2399	6.47575	1.00000	5.72037	6.97970	8.54884	7.29386	Sean Goodman
9414	married	no	57.49695	147.72248	7.97471	7.85809	5.04701	57.93382	46.35647	490-68-0367	7.04672	1.00000	5.26878	4.91528	9.84456	4.72882	Bethany Leach
9415	married	yes	67.68999	98.64777	5.92099	4.37746	7.32210	50.54240	18.50249	877-93-6347	5.62422	1.00000	6.76920	4.86032	4.07758	5.66459	Eric Gray
9416	divoced	Y	78.31516	66.89840	6.39345	5.28267	5.67711	47.26839	49.61171	353-25-0359	3.40483	1.00000	4.66493	5.66267	9.22656	4.09916	Erin Horn
9417	divoced	no	74.53044	140.65303	6.89583	4.77088	6.82388	52.58839	41.39997	637-44-9841	7.03412	0.00000	6.32232	5.50313	9.07036	4.89855	Anne Sanders
9418	nop	yes	57.43146	35.12195	7.47259	4.58503	7.75196	59.27269	60.87468	138-42-8160	5.68098	1.00000	5.40341	8.75934	6.83735	6.41417	Kimberly Brown
9419	married	Y	14.10169	91.64502	8.31698	8.69156	3.21026	63.87773	33.45781	029-03-4354	7.78695	1.00000	6.51819	6.00399	11.95018	5.84827	Margaret Watts
9420	separated	yes	90.23243	25.48890	6.37523	2.98475	6.25570	31.58525	54.31168	267-92-4496	4.37495	1.00000	7.11483	6.03454	5.65720	6.46673	Thomas Martin
9421	separated	no	51.06319	128.24533	9.12710	8.58166	4.90473	31.05619	27.38064	655-59-7150	6.94984	1.00000	6.07390	5.66340	7.69781	6.22065	Shawn Williams
9422	married	no	71.32481	73.79335	6.38714	3.27814	7.06093	49.18048	35.20256	328-84-1239	5.24839	1.00000	5.60715	6.75039	8.05396	6.22101	Cassidy Taylor
9423	single	Y	36.46846	56.91906	6.99067	6.15769	4.36193	52.89792	58.64839	800-58-4437	4.18909	0.00000	4.58898	5.00110	7.39156	6.08683	Susan Young
9424	widowed	Y	77.57183	-4.78262	6.55298	4.11722	6.93797	57.32213	49.28642	874-18-0463	4.96788	1.00000	5.76593	5.49781	4.47191	7.84745	Yolanda Johnson
9425	married	Y	87.60197	-17.93631	6.97596	5.71562	6.72666	57.71891	46.58312	523-52-0536	4.54449	1.00000	7.29580	5.36215	3.50142	7.16303	Nicole Thomas
9426	single	yes	57.65945	17.20073	6.21876	4.61771	7.68125	74.65504	34.25336	006-68-1247	6.57874	1.00000	5.37739	4.15666	7.31810	6.72060	Shannon Taylor
9427	divoced	no	74.60615	-31.08920	6.96384	5.40198	5.46770	52.92789	28.75279	537-25-6385	2.85461	1.00000	7.65244	7.32530	5.89271	6.04335	Robert Glenn
9428	married	no	40.02012	47.26426	7.15344	6.78451	4.50008	59.34744	43.32911	500-74-7652	7.42574	1.00000	7.49767	5.90055	9.76360	4.74192	Diane Gonzalez
9429	divoced	Y	73.03785	32.04749	7.68414	4.25004	7.17581	60.31208	55.73366	578-03-4948	4.32936	1.00000	6.84570	5.75780	5.86381	4.35498	Patrick Scott
9430	married	Y	58.54337	51.67408	3.03799	5.94546	7.41664	45.62243	24.76698	538-60-7168	3.92581	0.00000	4.66515	5.30599	4.82740	4.89252	Anthony Arnold
9431	divoced	no	72.64027	97.01939	7.11409	5.76535	7.10304	32.99515	33.95444	343-25-7151	4.78826	1.00000	7.26355	6.72831	7.76820	7.37295	Lisa Carroll
9432	divoced	no	82.22506	52.63197	6.24468	4.66697	6.76919	78.37266	47.02094	068-74-0171	4.68287	1.00000	5.78673	4.76469	4.57454	6.16117	Bridget Nichols
9433	single	Y	27.98739	159.33061	8.20468	2.85556	8.22684	68.51312	71.65750	139-64-5429	5.31530	1.00000	5.64227	6.26844	5.57413	6.95494	Nicole Erickson
9434	nop	no	76.93527	30.10734	6.45233	7.07080	5.60062	46.51146	41.50924	589-09-8265	7.27099	1.00000	6.85854	6.87660	8.89238	6.32915	Trevor Carter
9435	divoced	no	16.12203	41.32214	7.68975	4.88902	2.69822	34.88946	26.49069	817-69-6836	6.38453	0.00000	4.93135	8.18506	7.77530	5.49261	Lisa Christensen
9436	single	yes	19.49555	75.80856	5.23754	7.45979	3.63217	48.92514	52.73840	210-01-2739	8.44795	1.00000	5.27225	7.05787	19.84548	5.50526	Summer Davis
9437	divoced	Y	84.51470	33.54668	7.20034	4.03136	6.20080	47.41715	24.93723	776-58-6905	5.13837	0.00000	4.76204	5.51292	3.36447	7.00375	Denise Hawkins
9438	divoced	Y	28.76621	79.78958	7.47305	2.86198	8.32896	59.58994	36.51011	265-32-2805	6.16184	1.00000	7.53954	4.40590	8.37413	5.23672	Kenneth Jones
9439	widowed	no	54.94090	89.77760	5.78255	5.94652	4.87242	53.56411	24.83230	336-90-4277	2.84422	1.00000	8.04339	5.76596	5.74426	6.30217	Patricia Livingston
9440	nop	no	4.67541	59.29686	8.57877	5.30559	3.07400	65.11300	38.97816	414-43-2447	5.22069	0.00000	5.57192	6.70361	5.73852	6.88513	Theresa Pham
9441	divoced	no	53.22376	8.16036	6.61983	7.73644	4.76443	82.97244	41.11881	298-75-8864	7.59543	1.00000	5.62412	7.61278	10.66238	7.18672	Jennifer Ramsey
9442	divoced	no	13.89945	13.11544	6.95919	5.56639	8.78116	71.33380	65.07214	470-51-7289	6.82638	1.00000	6.73793	6.56258	7.59281	6.46424	Michael Henry
9443	single	no	54.97994	37.96642	8.71867	2.49752	7.78573	34.90004	60.99408	814-54-8935	4.36917	1.00000	7.28807	8.74432	7.99401	4.58215	Nicholas Pearson
9444	divoced	no	64.20148	73.17849	7.28443	7.89326	4.94915	49.73601	46.14667	022-58-2026	7.34588	1.00000	6.33212	8.34290	9.12043	8.25962	Jeremy Rose
9445	separated	yes	17.91530	35.94319	7.16818	6.92447	8.37458	42.97841	62.53314	550-07-7022	6.18729	1.00000	4.55800	5.38554	6.85982	5.99569	Christopher Peters
9446	married	no	79.13834	67.02907	8.12352	7.13493	5.44769	56.81108	26.56455	796-13-0021	6.89769	1.00000	6.58266	5.97721	4.91159	7.17442	Steven Scott
9447	married	no	90.63461	119.21381	5.63828	4.33583	6.65533	64.64319	70.32507	323-90-2566	5.39051	0.00000	3.24028	6.76892	6.45873	6.26891	Tara Dennis
9448	divoced	yes	77.66558	64.60577	6.25512	5.94399	5.51333	59.23926	48.36083	127-92-2473	7.35104	1.00000	5.92928	4.86185	9.02190	7.87312	Michele Johnson
9449	divoced	Y	20.28321	55.54437	6.63060	8.56424	3.89140	58.36219	40.75920	352-32-5152	8.01344	1.00000	7.41613	6.27222	14.95093	6.42965	Holly Day
9450	divoced	yes	75.50973	90.54738	5.67839	5.66180	5.75104	66.88752	57.68650	001-05-5344	4.46533	1.00000	6.91715	4.41050	6.03494	6.68908	Michael Woods
9451	single	no	41.91157	80.54781	7.30642	3.66902	4.45967	59.48725	42.80591	738-61-5307	6.58934	0.00000	6.77714	5.61414	6.10596	8.04314	Melissa Brown
9452	separated	N	15.94314	78.50441	8.60182	3.80248	8.80531	42.48042	34.48249	055-87-6456	8.42241	1.00000	4.81960	6.01161	18.60171	3.99339	Joshua Arnold
9453	separated	no	26.58112	113.79683	6.47020	7.71385	4.14424	30.78690	32.13977	549-70-3298	7.92587	1.00000	5.34263	5.42986	11.89919	6.56497	Melissa Stevenson
9454	widowed	no	26.14251	23.95826	8.21832	5.09622	2.35026	48.82381	58.14117	760-23-3074	5.80092	0.00000	6.14970	7.01877	6.84954	5.05718	Troy Walton
9455	single	Y	15.07490	55.88149	9.71655	6.10942	9.33275	79.58871	58.59745	893-20-3088	6.65845	0.00000	4.20362	7.59123	6.21400	6.49587	Daniel Briggs
9456	single	no	21.35991	68.83437	8.38540	5.78417	8.48659	31.45087	34.15880	782-35-8144	5.57176	1.00000	8.40845	6.00234	5.86367	5.78882	Kayla Jones
9457	separated	yes	88.69534	35.40902	6.42373	4.70666	6.64296	58.69296	46.93060	633-26-8154	4.89179	1.00000	6.82592	6.24985	4.03737	6.54424	Kelsey Gibson
9458	married	no	61.84617	124.35968	7.31263	4.93624	7.45764	50.28827	60.06768	403-66-1521	4.98751	1.00000	7.22926	5.19291	5.15008	7.43347	Brandon Thomas
9459	separated	Y	69.43959	67.05830	6.85897	7.76225	7.46542	59.39832	46.20724	032-49-3706	5.21285	1.00000	7.11529	4.29431	3.73004	7.52691	Lauren Ellis
9460	single	yes	13.12088	45.86046	7.97966	5.78394	9.27509	51.13127	42.76366	685-95-7149	6.94653	1.00000	7.01299	4.60325	7.98746	5.57200	Richard Baldwin
9461	single	no	59.94717	64.43747	7.94761	6.62093	7.59466	39.45620	50.38541	147-66-1480	4.97323	1.00000	5.65423	5.13120	8.17335	5.76586	Kimberly Ortiz
9462	divoced	yes	88.84142	55.69688	7.32346	6.58478	6.00876	44.61224	37.74345	791-12-3404	6.98192	1.00000	6.72857	3.59765	7.28365	6.30454	Cristian Sullivan
9463	divoced	no	60.28484	120.07373	7.23956	6.99623	7.60458	46.35436	32.82510	336-90-4277	5.47689	1.00000	5.36695	6.00227	4.05189	5.94780	Patricia Livingston
9464	divoced	no	75.38633	28.67758	7.84702	5.80136	5.62797	46.62005	38.44890	609-60-8065	2.25148	1.00000	4.65395	5.56191	5.87050	5.55026	Richard Hays
9465	married	yes	16.16749	29.90156	8.88984	4.99353	8.83119	42.18179	48.98940	076-16-2782	7.71580	0.00000	4.89964	5.31329	12.55128	7.25736	Elizabeth Ford
9466	separated	yes	58.23586	7.90145	8.61744	7.67148	4.93791	48.56734	46.73958	751-20-4772	6.99682	1.00000	7.34433	4.91803	9.26948	6.70868	Justin Farmer
9467	single	no	82.50892	82.15258	6.12456	4.84442	6.40146	43.85341	53.40090	536-16-1683	8.02641	0.00000	6.32684	7.90530	13.76184	6.41452	Heather Andrade
9468	single	no	27.14770	35.16414	7.19747	7.52310	4.08627	41.39722	43.63116	816-66-0079	7.54928	1.00000	6.18058	5.29758	8.94131	7.48963	James Alvarez
9469	nop	Y	72.22846	102.42738	7.92207	6.16280	5.11287	85.37078	41.31017	414-65-3152	6.99600	1.00000	4.24681	4.35170	8.24041	7.44815	Carlos Cruz
9470	widowed	Y	82.22759	117.58216		7.56581	5.79051	52.91506	53.53826	356-51-3828	7.06597	1.00000	6.64873	6.11354	9.07340	6.58661	Benjamin Reyes
9471	divoced	no	75.03084	81.56380	6.87637	5.36189	7.21406	56.36376	58.53964	814-82-7861	7.96247	1.00000	6.97100	7.20689	12.37780	6.96124	Mary Garcia
9472	married	no	52.06477	24.35158	6.80231	6.71705	4.90366	59.55754	65.93485	384-03-7281	7.57833	1.00000	6.70318	5.60237	11.82142	6.35054	Lauren Young
9473	single	no	73.03836	147.45933	6.28344	4.40364	7.16821	46.29453	31.54025	191-30-5709	5.45214	1.00000	7.56635	6.09262	6.31699	6.19049	Michael Huang
9474	married	N	26.70695	79.81992	7.53098	3.77335	8.49470	44.67724	31.34845	183-44-0753	6.33158	1.00000	4.59528	7.08909	7.55474	5.63408	Anna Jones
9475	divoced	no	84.34221	22.85816	6.68795	6.37270	6.00881	71.51468	51.62532	005-93-6592	2.82623	0.00000	5.18458	6.16147	6.68236	8.42761	Brandy Parks
9476	nop	Y	27.44784	92.97147	5.79752	6.50724	4.02461	46.88313	40.00420	080-59-7149	7.96117	1.00000	6.26185	5.97234	15.34295	6.25812	Kimberly Anderson
9477	divoced	Y	63.40412	35.77012	7.08107	5.72524	7.37864	28.71892	69.83845	453-50-8313	7.08357	0.00000	5.26565	5.82603	8.71546	6.75281	Brittany Gallagher
9478	divoced	no	66.29356	77.94689	7.24882	7.40063	5.10519	61.81282	41.81588	148-74-8056	7.44815	1.00000	5.82740	5.04426	11.56710	4.52231	Tommy Robinson
9479	divoced	no	45.11745	81.73475	6.45476	7.18039	4.50678	73.80930	49.57333	875-59-3427	7.69396	1.00000	5.69793	8.68938	10.89931	4.94639	William Vargas
9480	nop	no	16.33901	66.77737	9.84411	3.70056	3.06335	37.38714	52.40232	899-92-9107	6.10697	0.00000	4.55265	5.12757	5.16188	7.26311	James Brown
9481	nop	no	33.06623	116.76498	7.36770	4.14386	8.37570	83.98055	51.08667	763-16-3942	6.38135	1.00000	5.66236	5.42558	8.40821	4.73435	Erica Oconnor MD
9482	married	no	27.93268	88.66450	8.33225	7.76531	3.87840	75.48688	51.26123	159-44-1176	7.44718	1.00000	5.96850	5.11696	10.68934	7.08401	Brett Carpenter
9483	separated	no	55.14226	150.48664	7.35012	5.89407		83.76787	50.45640	297-49-4480	5.62681	1.00000	6.34507	6.65600	5.55937	6.10895	Ralph Gonzalez
9484	single	no	72.69134	148.38282	7.09000	5.66691	6.92067	38.15972	53.28777	013-87-0682	6.42857	0.00000	5.53609	5.58834	6.45529	7.23430	Thomas Mcconnell
9485	divoced	no	83.98171	48.24784	6.51916	5.37455	6.58221	35.74629	52.50513	142-33-3577	6.85878	0.00000	5.27534	6.32297	7.90735	6.43792	Gary Young
9486	single	N	87.94438	36.04255	6.70526	4.78906	5.98753	48.66419	40.81786	017-70-1477	3.49939	1.00000	6.38619	4.63788	5.98890	5.48196	Mark Graham
9487	single	no	42.54225	21.70307	8.57363	5.62290	8.00460	68.39110	50.36123	358-94-2683	4.70266	1.00000	4.39892	6.39685	5.32070	5.14484	John Walker
9488	widowed	yes	52.74129	57.80354	8.75728	7.68296	5.04970	29.79073	43.54188	448-39-5370	6.75020	1.00000	7.24809	6.90380	8.13295	6.39065	Lisa Sanchez
9489	divoced	no	82.60291	19.47305	7.00076	5.31317		49.53958	55.52650	469-47-2516	7.65085	0.00000	7.27927	8.32051	11.43248	6.12289	John Phillips
9490	married	no	83.41747	35.67705	6.82603	5.19688	6.73080	65.27383	33.05701	635-23-3165	4.69644	1.00000	5.11357	5.40845	3.23179	6.46569	Haley Gonzalez
9491	nop	yes	80.84621	127.67192	6.32482	3.18128	5.85731	71.30418	35.13413	148-10-3977	6.67147	0.00000	6.01026	4.63849	7.49145	5.56233	Brittany Taylor
9492	married	yes	63.04310	78.63881	7.80467	7.40107	5.13794	63.51956	45.43808	003-85-8474	7.26750	0.00000	7.51019	6.27411	9.88237	6.13639	Diana Daniels
9493	married	no	82.92270	63.80512	7.37966	2.83806	5.64080	68.50401	34.16044	402-33-2190	6.84311	0.00000	5.51770	6.02218	6.81562	6.69885	Sarah Gibbs
9494	divoced	yes	57.27905	19.12480	4.65585	4.64886	4.94013	65.13513	54.63668	776-81-1611	6.34850	1.00000	5.57140	7.07367	5.06632	6.99041	Megan Bright
9495	widowed	Y	30.37270	79.16801	7.12064	4.94419	4.23546	62.55823	46.06623	387-25-9440	5.50550	0.00000	5.24859	5.39182	4.27554	6.25452	Peter Rich
9496	married	N	7.63338	63.60479	9.67317	5.51350	9.60280	58.99545	47.15142	365-17-2869	7.79528	0.00000	6.19597	6.49430	13.77076	6.42465	Monica Allen
9497	single	no	86.32691	101.02737	6.99181	4.67760	6.68822	69.78716	61.61067	659-85-3163	4.48891	1.00000	6.12069	6.88776	5.60135	3.50767	Amanda Brown
9498	married	no	53.96685	61.29403	7.11661	4.03693	7.69552	16.26030	55.35540	120-86-3428	5.69193	1.00000	6.23522	5.84606	7.61951	6.78281	Katelyn White
9499	married	yes	81.09661	-4.19900	7.81005	6.78238	5.43483	30.45076	36.74946	324-01-2948	6.99062	1.00000	4.03937	7.26778	6.87524	5.55783	Claudia Andrews
9500	divoced	no	60.22836	47.30830	8.07872	5.31596	7.63083	72.32818	65.92687	793-85-0282	6.63460	0.00000	5.80530	6.19193	6.42283	7.08243	Jennifer Ward
9501	divoced	yes	84.85618	83.43895	7.25428	5.48775	6.81734	54.46966	31.44677	275-45-2305	6.55512	1.00000	6.26536	7.19918	5.63089	6.19487	Elizabeth Small
9502	single	no	24.13871	37.42917	6.28240	5.48056	3.80263	41.97047	17.82985	655-46-5692	5.45739	0.00000	6.24413	7.42248	6.04545	5.97498	Sandra Castro
9503	married	N	79.28165	135.44637	5.89916	6.28640	6.93869	59.34248	50.50237	495-24-7358	2.92463	1.00000	5.93659	6.73869	5.82229	6.46730	Robert Davidson
9504	married	no	56.99599	62.92162	8.07075	7.78882	4.92632	54.30286	37.66411	465-50-9956	7.12289	1.00000	5.30151	6.32745	11.26739	5.38632	Kelly Brown
9505	divoced	yes	72.54949	51.13840	7.46995	6.86715	7.30788	69.38038	43.22180	747-90-8808	6.55464	0.00000	7.24343	4.41117	5.21104	5.93921	Roy Stevens
9506	divoced	no	16.48809	63.62606	8.68078	5.12724	2.51263	70.42664	50.26110	695-41-4468	5.53251	0.00000	6.84169	6.69651	5.20485	6.13176	Patricia Diaz
9507	divoced	no	24.00088	66.28735	8.44427	2.33026	8.49990	63.84297	33.79130	428-36-2018	5.57055	1.00000	6.90130	6.26582	6.89782	8.00064	Stephanie Orozco
9508	single	no	37.74714	29.08696	7.81216	5.17993	7.90520	59.24604	31.69334	660-32-7332	8.07363	0.00000	4.72731	7.03895	12.28198	6.37472	Casey Nichols
9509	nop	yes	73.33801	34.35256	5.16328	6.10065	5.45919	79.68581	48.09110	075-60-6901	7.61066	1.00000	6.99600	4.65903	9.95602	5.20073	Joseph Ball
9510	single	no	61.40717	32.02138	6.87833	7.72744	4.94365	22.44219	44.67237	862-66-3504	7.37449	1.00000	7.60552	5.28131	9.10177	5.73614	Malik Mccarthy
9511	divoced	Y	89.79220	64.55454	6.43408	3.23664	6.53830	58.14309	58.47459	667-86-9022	4.46294	1.00000	5.97643	5.21112	6.63259	5.70702	Tony Bass
9512	single	yes	66.35597	75.00904	7.37748	4.83148	7.52487	70.49339	56.40503	663-54-0962	5.11960	1.00000	5.15897	6.49286	4.44011	6.90868	Lisa Johnson
9513	nop	N	86.36692	61.24629	7.05652	4.85630	6.73015	53.45168	54.44266	178-43-6941	4.35411	1.00000	7.64600	6.55447	3.41630	6.15822	Diana Avila
9514	single	yes	82.38960	68.29392	7.51431	3.45985	6.10960	60.06687	42.09115	044-10-2943	3.34315	1.00000	6.95231	5.42343	3.75825	6.75602	Rebecca Stanton
9515	separated	no	75.40753	57.65804	7.80221	5.30120	6.77137	71.76734	56.74324	315-88-9885	3.93199	1.00000	6.17584	7.83304	4.61711	6.54288	Yolanda Phillips
9516	married	no	74.03527	80.49613	6.65328	6.32874	5.40904	69.89636	63.44761	732-82-0179	7.39928	1.00000	7.12138	5.78280	9.75400	5.31413	Katrina Brennan
9517	married	no	85.37711	82.43478	7.30392	3.51165	6.37724	45.57573	72.01720	019-98-2791	3.82707	1.00000	5.98398	5.37781	3.91155	6.73418	Pamela Brown
9518	divoced	N	21.55727	70.54895	7.72323	3.62454		60.34250	49.57826	808-05-4883	6.83999	0.00000	5.59214	5.11401	10.66478	6.79941	Diane Cohen
9519	divoced	no	46.76844	69.65478	9.03457	3.98815	4.64187	59.95822	53.93360	255-65-8759	5.48530	0.00000	5.46185	6.88689	5.02208	7.32226	Carmen Green
9520	single	no	75.32035	35.55023	7.35626	4.55729	7.10666	44.23689	47.98581	604-90-7805	4.73173	1.00000	5.39896	6.73512	5.96536	4.99499	Matthew Chapman
9521	married	no	74.28557	108.84800	8.67137	6.66416	7.19136	59.70394	55.44766	250-11-6650	5.83410	1.00000	5.41058	5.87346	6.52575	5.95643	John Griffin
9522	nop	Y	77.89919	41.08287	6.17775	4.43399	6.55275	60.19168	35.16439	750-02-9502	8.10389	0.00000	5.41244	4.73586	15.83652	5.35052	Vanessa Schmidt
9523	single	N	70.76088	13.22503	6.55997	5.44449	7.30555	89.76593	66.25951	121-35-1164	5.60659	1.00000	6.79726	6.10538	5.90835	5.00489	Timothy Sherman
9524	married	no	29.97723	93.75992	8.13926	4.77944	8.39308	68.81939	34.21530	841-42-9606	5.69593	1.00000	5.35653	7.78609	6.23599	6.56706	John Thomas
9525	divoced	no	86.36514	95.63433	8.18391	7.38732	6.43644	51.36329	42.10152	626-45-0870	6.46912	1.00000	6.87424	6.49097	6.76392	5.65930	Hector Brennan
9526	married	yes	49.44146	27.06591	6.79832	6.39229	7.92712	36.10734	46.98285	816-49-7300	5.94669	1.00000	5.10047	7.03971	5.73309	5.89106	Luis Thomas
9527	divoced	no	38.28786	48.82034	8.01461	4.43097	8.07724	58.46927	70.69390	532-55-1527	8.01464	0.00000	8.48466	8.71568	14.20948	5.30882	Robert Bailey
9528	single	no	72.30075	101.06282	8.11968	3.94972	7.19801	47.86107	29.72732	528-58-9123	3.88017	1.00000	5.30692	6.24354	4.78998	7.29979	Matthew Clark
9529	separated	no	32.61981	69.33785	7.36673	5.03051	8.29212	46.44891	55.68122	033-41-6176	6.10068	1.00000	6.05935	6.72130	7.06929	5.18808	Tammy Hurley
9530	single	no	81.95576	79.64475	5.93665	3.04102	6.17497	53.99497	45.84406	004-32-9469	8.13628	0.00000	7.91929	4.81027	16.16854	4.56028	Logan Rodgers
9531	divoced	yes	62.37186	82.26582	5.80653	6.65411	7.46658	52.36204	34.57723	802-75-1811	6.22312	1.00000	4.15595	6.18952	8.49954	6.33129	Dr. Susan Oconnor MD
9532	divoced	no	82.01312	57.16975	6.52373	3.65927	6.02551	45.59625	58.09164	670-30-2404	6.07973	0.00000	7.26752	4.98382	5.48486	5.66611	Michelle Spence
9533	married	no	62.65795	104.81557	8.25659	5.31950	7.56381	45.35284	49.25295	154-22-2137	4.45220	1.00000	4.20662	5.90459	5.07726	5.67433	Cindy Berry
9534	divoced	Y	15.75226	72.21742	8.14169	5.92952	3.83054	62.98321	42.16821	409-37-1215		0.00000	5.62423	6.63812	5.72349	4.93754	Kelly Mitchell
9535	single	no	38.44819	46.83100	8.33183	4.47481	8.02759	38.01765	28.04640	639-19-0659	5.12444	1.00000	6.52025	5.87706	4.91951	4.67452	Jaime Reed
9536	divoced	Y	37.18296	89.46680	8.55686	7.70837	4.44090	75.78450	73.88870	219-03-3410	7.07200	1.00000	5.88325	4.58649	8.19493	3.92155	Ryan Morgan
9537	married	yes	68.61196	74.82432	7.75788	6.75200	7.27248	59.10462	56.46130	469-67-9466	4.32928	1.00000	5.06931	5.50351	5.77059	5.89870	Dustin Clements
9538	married	no	89.39623	78.65831	7.04805	6.14312	6.57359	52.23060	46.69902	789-45-8324	4.01913	1.00000	5.74762	4.22532	5.85544	6.08975	Wanda Myers
9539	divoced	yes	66.48329	94.53295	7.93421	4.31591	5.25266	77.74043	40.82704	615-80-0809	5.27086	0.00000	5.57045	6.90714	4.50715	6.35901	Brooke Flores PhD
9540	widowed	no	38.20416	75.99200	5.62121	5.42105	4.38012	62.11424	59.52977	095-52-3311	2.35629	1.00000	6.05898	5.95515	3.17685	4.54152	Mr. Bryan Harrison
9541	single	Y	72.87588	62.31450	4.57232	6.98834	5.28849	48.26646	49.62292	182-67-2542	4.04927	0.00000	6.21959	8.12209	4.46804	4.70214	Shannon Bradford
9542	divoced	no	15.79320	70.56149	9.06170	5.86278	8.79925	46.47263	31.31858	570-93-4690	7.84344	0.00000	5.62689	6.70634	7.43371	4.91571	Jasmine Graham
9543	married	Y	91.57031	51.06039	6.97146	6.34185	6.18335	52.85038	35.77975	839-46-4494	6.91645	1.00000	6.25802	6.82631	6.81951	5.45212	Sharon Taylor
9544	divoced	yes	74.78827	37.84577	5.56594	3.92068	5.69811	87.62306	60.44241	287-93-7123	7.11886	0.00000	6.53328	4.02672	9.43033	4.91256	Joshua King
9545	married	no	81.50306	87.96089	6.68048	6.11124	6.12039	38.47099	65.45924	595-76-3521	4.10146	1.00000	6.49195	7.01522	3.14382	6.00644	Kristen Rangel
9546	widowed	yes	41.76990	-39.39825	7.15149	4.25049	8.06876	61.54161	35.71493	594-11-3660	5.97728	1.00000	7.76586	6.55082	6.93979	5.36332	Todd Lewis
9547	separated	no	32.45906	91.08830	9.18481	8.06629	4.41099	70.03308	30.18508	345-18-2399	6.92332	1.00000	6.52524	5.65408	7.51437	6.47564	Sean Goodman
9548	nop	yes	61.57959	54.50737	6.91268	6.90898	5.04171	30.93946	49.52974	800-29-1081	3.09921	0.00000	6.37165	6.90185	4.80017	6.71102	Sandra Jones
9549	single	N	22.15377	57.36828	7.99868	3.07255	8.46816	67.75114	50.93354	254-02-7099	5.89118	1.00000	6.26449	6.32438	5.10345	5.53958	Matthew Barber
9550	divoced	yes	27.75442	67.36786	7.72487	3.72446	8.40410	75.20379	45.32228	336-36-9808	5.89330	1.00000	4.98235	5.64038	6.08471	5.45876	Paula Chambers
9551	widowed	Y	81.54233	12.96446	7.04667	6.86584	6.92404	47.52889	52.49359	842-21-2905	4.86094	1.00000	6.02331	6.20875	6.18096	7.25667	Beth Guerrero
9552	single	Y	76.01458	37.84761	7.11012	2.77146	7.06365	48.22181	59.25089	168-09-2228	4.46958	1.00000	6.99447	5.55473	7.17784	5.49680	Susan Gallagher
9553	divoced	yes	61.40872	82.91121	6.53341	6.55169	4.91841	49.89481	54.95600	805-55-7698	7.48026	1.00000	7.42712	6.61569	11.20298	6.36680	Joshua Meyers
9554	single	yes	73.10122	56.53998	5.46007	3.94040	5.59382	23.98077	40.69040	577-63-8960	6.83209	1.00000	6.07113	6.56752	7.25615	6.01946	Anthony Ibarra
