,relationship,smoker,alp,weight,trombocyty,hematokrit,hemoglobin,er-cv,ast,ssn,erytrocyty,indicator,hbver,leukocyty,alt,etytr,name,residence,blood_group,birthdate,address,race,job,sex
7014,separated,yes,76.71573,91.98544,7.1015,5.74834,7.04976,56.68452,42.81236,807-75-1555,6.6819,1.0,4.98092,4.49589,9.41275,6.28813,Richard Flores,"004 Renee Ramp Apt. 936
Lisaburgh, AR 22904",AB+,2010-03-21,"Unit 1563 Box 4822
DPO AA 08007",White,Race relations officer,M
7015,married,yes,16.19728,50.19131,7.62518,4.93923,8.68746,62.1095,56.89379,807-75-1555,6.65227,1.0,5.10647,6.78235,6.75675,6.07029,Richard Flores,"004 Renee Ramp Apt. 936
Lisaburgh, AR 22904",AB+,2010-03-21,"Unit 1563 Box 4822
DPO AA 08007",White,Race relations officer,M
7016,separated,no,90.31976,138.60018,7.313175771139136,7.72712,6.32731,36.65392,48.82656,807-75-1555,6.70166,1.0,6.72377,6.40424,6.21514,5.06511,Richard Flores,"004 Renee Ramp Apt. 936
Lisaburgh, AR 22904",AB+,2010-03-21,"Unit 1563 Box 4822
DPO AA 08007",White,Race relations officer,M
7017,married,no,66.41628,54.56367,7.64548,4.72967,7.2521,50.53453,28.61345,807-75-1555,5.53079,0.0,6.25409,5.2843,6.43499,4.0555,Richard Flores,"004 Renee Ramp Apt. 936
Lisaburgh, AR 22904",AB+,2010-03-21,"Unit 1563 Box 4822
DPO AA 08007",White,Race relations officer,M
7018,single,yes,27.57806,67.39505,6.70421,3.30649,4.23255,73.53951,33.93914,814-82-7861,7.55825,0.0,7.06884,4.77796,9.4905,6.14051,Mary Garcia,"1723 Haley Trail
New Daniel, WV 25562",A+,1967-06-12,"088 Katherine Drive
South Nicholasland, MT 88027",Black,Clothing/textile technologist,F
7019,single,no,15.98158,90.69391,7.95797,5.58232,9.0788,53.86067,45.79284,814-82-7861,6.55617,1.0,6.98049,7.0814,7.54413,7.3917,Mary Garcia,"1723 Haley Trail
New Daniel, WV 25562",A+,1967-06-12,"088 Katherine Drive
South Nicholasland, MT 88027",Black,Clothing/textile technologist,F
7020,divorced,no,75.03084,81.5638,6.87637,5.36189,7.21406,56.36376,58.53964,814-82-7861,7.96247,1.0,6.971,7.20689,12.3778,6.96124,Mary Garcia,"1723 Haley Trail
New Daniel, WV 25562",A+,1967-06-12,"088 Katherine Drive
South Nicholasland, MT 88027",Black,Clothing/textile technologist,F
7021,divorced,yes,53.05773,91.67804,6.93924,7.04886,4.84805,64.59926,25.80591,814-82-7861,7.45279,1.0,7.12163,6.38648,8.91182,5.92344,Mary Garcia,"1723 Haley Trail
New Daniel, WV 25562",A+,1967-06-12,"088 Katherine Drive
South Nicholasland, MT 88027",Black,Clothing/textile technologist,F
7022,married,yes,85.20609,19.56443,8.14238,3.01107,6.27855,63.4782,35.06981,553-67-5479,5.9469,0.0,5.03047,4.80612,9.05775,5.986,James Brewer,"29797 Clark Junction Suite 678
Port Christopher, IN 63079",AB-,1994-07-19,"26709 Fisher Manors
Chadstad, KY 42669",White,Broadcast journalist,M
7023,single,no,27.41754,38.0488,7.16477,7.87805,4.2229,43.41214,36.0922,553-67-5479,7.41921,1.0,6.59464,7.76953,8.51788,6.47588,James Brewer,"29797 Clark Junction Suite 678
Port Christopher, IN 63079",AB-,1994-07-19,"26709 Fisher Manors
Chadstad, KY 42669",White,Broadcast journalist,M
7024,single,no,55.4375,27.14046,7.72321,8.08078,4.79913,42.99423,48.04384,553-67-5479,7.36566,1.0,6.29052,6.08702,10.43278,7.27342,James Brewer,"29797 Clark Junction Suite 678
Port Christopher, IN 63079",AB-,1994-07-19,"26709 Fisher Manors
Chadstad, KY 42669",White,Broadcast journalist,M
7025,widowed,yes,52.52875,103.67162,6.16691,3.16417,4.88213,55.972,30.79339,553-67-5479,7.55965,0.0,6.42366,5.98126,9.8281,6.70252,James Brewer,"29797 Clark Junction Suite 678
Port Christopher, IN 63079",AB-,1994-07-19,"26709 Fisher Manors
Chadstad, KY 42669",White,Broadcast journalist,M
7026,widowed,no,88.31452,28.52623,5.97698,5.14774,6.17643,35.80823,46.33586,193-65-7811,6.84779,0.0,6.84025,5.98096,7.28612,6.94085,Tammy Herrera,"849 Warren Square
Thomasside, MA 15085",B-,2012-10-26,"63475 Harrison Prairie Apt. 836
Debbiefort, SD 10332",White,"Surveyor, minerals",F
7027,nop,no,80.18869,42.4947,6.48467,4.54463,7.07256,60.35091,52.73489,193-65-7811,8.97061,0.0,5.47436,7.36004,30.07892,5.66375,Tammy Herrera,"849 Warren Square
Thomasside, MA 15085",B-,2012-10-26,"63475 Harrison Prairie Apt. 836
Debbiefort, SD 10332",White,"Surveyor, minerals",F
7028,divorced,no,26.73654,91.01548,8.10822,3.51827,8.51935,36.23441,54.67568,193-65-7811,5.53015,1.0,7.09251,5.95071,5.56048,6.93969,Tammy Herrera,"849 Warren Square
Thomasside, MA 15085",B-,2012-10-26,"63475 Harrison Prairie Apt. 836
Debbiefort, SD 10332",White,"Surveyor, minerals",F
7029,separated,yes,65.93112,27.30032,7.06574,6.52107,7.33996,57.78678,49.85786,043-93-7215,6.50643,1.0,5.9845,6.4521,9.73587,5.23883,Benjamin Bradford,"9995 Bruce Inlet
Jeffersonchester, CA 75359",B+,1957-03-18,"09902 Brenda Station
Port Robertbury, MA 16927",White,Phytotherapist,M
7030,nop,no,7.20339,21.05655,8.86363,4.52817,9.12598,59.10952,55.89871,043-93-7215,6.12707,1.0,6.08431,7.98593,5.1841,4.45751,Benjamin Bradford,"9995 Bruce Inlet
Jeffersonchester, CA 75359",B+,1957-03-18,"09902 Brenda Station
Port Robertbury, MA 16927",White,Phytotherapist,M
7031,nop,yes,13.75006,49.84566,7.51888,9.19847,2.64647,49.84303,32.81519,838-06-5325,8.17113,1.0,4.40703,5.78036,15.60664,5.41563,Anthony Willis,"83297 Barr Valleys Apt. 189
Port Justinstad, WY 11764",O-,2015-07-20,"1264 Jones Cape Apt. 315
Smithstad, MT 53909",Asian,Medical sales representative,M
7032,divorced,no,60.32648,79.36045,10.23674,8.2057,5.05907,51.25173,34.90731,838-06-5325,6.37668,1.0,6.47354,6.94423,6.90081,6.32258,Anthony Willis,"83297 Barr Valleys Apt. 189
Port Justinstad, WY 11764",O-,2015-07-20,"1264 Jones Cape Apt. 315
Smithstad, MT 53909",Asian,Medical sales representative,M
7033,nop,yes,24.6447,65.367,4.99406,6.77154,3.92014,45.44771,51.03556,838-06-5325,8.29387,1.0,6.46997,3.06057,17.72566,5.66027,Anthony Willis,"83297 Barr Valleys Apt. 189
Port Justinstad, WY 11764",O-,2015-07-20,"1264 Jones Cape Apt. 315
Smithstad, MT 53909",Asian,Medical sales representative,M
7034,divorced,no,13.54813,92.86652,7.18312,3.75547,8.78639,42.12099,26.52299,137-55-6200,6.91172,1.0,4.41642,5.10291,5.50351,6.42901,Anthony Cook,"223 Nicole Road Suite 659
South Carolburgh, NE 63888",A+,2003-10-22,"336 Brenda Corners Suite 323
Roblesfort, IL 18609",White,Chartered accountant,M
7035,separated,yes,80.94347,99.84982,7.07224,5.97304,6.07961,63.07779,58.94256,137-55-6200,6.81144,1.0,5.94603,5.74903,6.84053,7.53696,Anthony Cook,"223 Nicole Road Suite 659
South Carolburgh, NE 63888",A+,2003-10-22,"336 Brenda Corners Suite 323
Roblesfort, IL 18609",White,Chartered accountant,M
7036,single,no,84.86346,113.38636,7.98488,6.54773,6.10776,59.03389,31.33622,137-55-6200,6.58685,1.0,6.50761,5.13408,7.38625,5.33495,Anthony Cook,"223 Nicole Road Suite 659
South Carolburgh, NE 63888",A+,2003-10-22,"336 Brenda Corners Suite 323
Roblesfort, IL 18609",White,Chartered accountant,M
7037,single,no,24.95366,65.44877,9.7691,6.19217,2.2764,59.59864,64.51403,794-17-7120,4.13914,0.0,5.5651,4.52876,6.25722,6.74678,Jonathan Chavez,"9998 Vincent Center Apt. 598
Wellstown, HI 41635",AB-,1928-10-13,"13058 Rivera Prairie
South Anna, CO 10830",Asian,Tour manager,M
7038,nop,no,21.27248,56.15996,8.16501,3.63184,8.56109,67.79658,43.66866,794-17-7120,5.80705,1.0,5.34141,7.00187,6.91505,6.17781,Jonathan Chavez,"9998 Vincent Center Apt. 598
Wellstown, HI 41635",AB-,1928-10-13,"13058 Rivera Prairie
South Anna, CO 10830",Asian,Tour manager,M
7039,divorced,yes,49.56843,105.90337,8.00869,4.04358,7.78651,37.00826,39.56794,794-17-7120,5.09197,1.0,5.65055,6.19883,5.09895,7.18772,Jonathan Chavez,"9998 Vincent Center Apt. 598
Wellstown, HI 41635",AB-,1928-10-13,"13058 Rivera Prairie
South Anna, CO 10830",Asian,Tour manager,M
7040,divorced,no,75.76952,96.17489,6.41771,5.43081,5.58331,51.50626,54.74912,528-58-9123,3.33202,0.0,7.65641,4.92316,4.10533,5.15696,Matthew Clark,"3637 Jennifer Prairie Apt. 911
Stephenberg, MS 88443",A-,1968-11-24,"263 Mark Meadows
East Kimberly, OH 43449",White,Nutritional therapist,M
7041,married,no,50.44855,61.93433,5.91682,7.14511,4.89484,53.41408,41.93361,528-58-9123,7.64054,1.0,7.4789,4.57494,12.61186,4.8626,Matthew Clark,"3637 Jennifer Prairie Apt. 911
Stephenberg, MS 88443",A-,1968-11-24,"263 Mark Meadows
East Kimberly, OH 43449",White,Nutritional therapist,M
7042,single,no,72.30075,101.06282,8.11968,3.94972,7.19801,47.86107,29.72732,528-58-9123,3.88017,1.0,5.30692,6.24354,4.78998,7.29979,Matthew Clark,"3637 Jennifer Prairie Apt. 911
Stephenberg, MS 88443",A-,1968-11-24,"263 Mark Meadows
East Kimberly, OH 43449",White,Nutritional therapist,M
7043,single,no,86.36207,33.51864,4.84294,4.64691,6.08413,58.83723,59.75305,620-78-1117,5.71794,0.0,5.83161,5.92906,7.02506,7.0782,Timothy Pratt,"48161 Olivia Courts
Markhaven, NE 11487",A-,1944-09-13,"50621 Wilcox Land
North Alisha, KY 88309",White,Nature conservation officer,M
7044,married,no,60.88909,118.10641,6.97316,5.62988,7.51711,76.71413,55.79743,620-78-1117,5.57636,1.0,7.09453,5.1817,6.42407,7.15585,Timothy Pratt,"48161 Olivia Courts
Markhaven, NE 11487",A-,1944-09-13,"50621 Wilcox Land
North Alisha, KY 88309",White,Nature conservation officer,M
7045,nop,yes,11.73972,126.19972,7.7091,4.68068,8.953,52.83511,73.54423,620-78-1117,6.62256,1.0,5.49891,6.90157,9.55237,6.60212,Timothy Pratt,"48161 Olivia Courts
Markhaven, NE 11487",A-,1944-09-13,"50621 Wilcox Land
North Alisha, KY 88309",White,Nature conservation officer,M
7046,divorced,yes,22.73703,112.43041,8.08681,5.04723,8.51023,55.89053,64.60417,620-78-1117,8.30885,1.0,7.22073,8.81617,16.38857,6.48725,Timothy Pratt,"48161 Olivia Courts
Markhaven, NE 11487",A-,1944-09-13,"50621 Wilcox Land
North Alisha, KY 88309",White,Nature conservation officer,M
7047,single,no,82.95172,39.2295,7.10071,7.44829,6.86641,46.66288,45.47107,177-10-0251,4.42495,1.0,6.95721,6.2244,6.19624,6.25748,Ethan Paul,"65014 Gallegos Isle Apt. 056
Cindychester, SC 05790",AB+,1989-12-30,"35141 Kim Curve
Edwardston, WY 64733",Hawaiian,"Embryologist, clinical",M
7048,married,no,54.45229,107.20759,7.71672,4.05091,7.56488,41.21302,55.65953,177-10-0251,7.01706,0.0,7.54773,6.06336,7.34383,5.4372,Ethan Paul,"65014 Gallegos Isle Apt. 056
Cindychester, SC 05790",AB+,1989-12-30,"35141 Kim Curve
Edwardston, WY 64733",Hawaiian,"Embryologist, clinical",M
7049,widowed,no,67.07716,40.90114,6.02438,6.03572,5.172,47.37536,41.33574,177-10-0251,4.32144,0.0,5.78464,7.63696,4.00628,6.2882,Ethan Paul,"65014 Gallegos Isle Apt. 056
Cindychester, SC 05790",AB+,1989-12-30,"35141 Kim Curve
Edwardston, WY 64733",Hawaiian,"Embryologist, clinical",M
7050,divorced,yes,66.69726,59.30788,7.11735,5.56332,7.32386,48.44757,42.21528,823-67-6699,7.45968,0.0,4.40477,7.01093,8.97625,6.65751,Victoria Matthews,"USNS Jackson
FPO AA 48680",O+,2008-06-13,"461 Jay Station
Lake Reneefurt, AR 78397",White,Quantity surveyor,F
7051,single,yes,80.71368,114.94668,6.13222,5.13293,5.86156,62.83238,37.29209,823-67-6699,4.58075,0.0,7.003,5.36049,4.263,6.24639,Victoria Matthews,"USNS Jackson
FPO AA 48680",O+,2008-06-13,"461 Jay Station
Lake Reneefurt, AR 78397",White,Quantity surveyor,F
7052,married,yes,41.32677,62.72101,7.54436,4.40578,8.056,52.16516,54.30839,823-67-6699,5.80166,1.0,5.10357,6.29709,4.45815,6.52706,Victoria Matthews,"USNS Jackson
FPO AA 48680",O+,2008-06-13,"461 Jay Station
Lake Reneefurt, AR 78397",White,Quantity surveyor,F
7053,married,yes,6.93458,33.69196,7.34664,4.9112,9.15893,65.67312,56.19325,768-64-5833,7.31216,1.0,7.16075,8.44861,10.62877,4.96768,Deborah Martin,"5199 Welch Islands Suite 986
Kleinfort, MD 76851",AB-,1938-11-18,"659 Davis Spurs
Marshallbury, KY 41304",Black,Medical physicist,F
7054,married,yes,63.80578,80.10335,7.10772,1.08701,7.34117,38.25617,47.21632,768-64-5833,4.90833,1.0,6.67616,5.57776,3.21876,4.26981,Deborah Martin,"5199 Welch Islands Suite 986
Kleinfort, MD 76851",AB-,1938-11-18,"659 Davis Spurs
Marshallbury, KY 41304",Black,Medical physicist,F
7055,single,no,21.46632,38.96674,4.66727,6.58647,3.90199,52.10625,54.67389,332-16-6286,8.41279,1.0,8.26886,6.62651,16.53115,5.77218,Nichole Rosario,"409 Wilson Way Apt. 977
Edwardsbury, ND 30771",AB-,1949-07-24,"9349 Jackson Street Apt. 512
Smithmouth, SD 53524",White,Automotive engineer,F
7056,separated,yes,40.2071,105.92051,11.16341,4.00049,4.56685,79.43562,59.4874,332-16-6286,4.543,0.0,6.87346,6.18155,6.92165,7.26508,Nichole Rosario,"409 Wilson Way Apt. 977
Edwardsbury, ND 30771",AB-,1949-07-24,"9349 Jackson Street Apt. 512
Smithmouth, SD 53524",White,Automotive engineer,F
7057,married,no,23.56095,51.05621,8.53051,6.2346,8.46514,58.65426,63.33415,332-16-6286,8.54987,0.0,7.08635,4.98066,18.1767,5.32791,Nichole Rosario,"409 Wilson Way Apt. 977
Edwardsbury, ND 30771",AB-,1949-07-24,"9349 Jackson Street Apt. 512
Smithmouth, SD 53524",White,Automotive engineer,F
7058,single,yes,94.3731,43.74216,8.03869,7.34203,6.4764,69.66449,62.3033,332-16-6286,6.40274,1.0,7.542,7.10915,9.3808,6.8766,Nichole Rosario,"409 Wilson Way Apt. 977
Edwardsbury, ND 30771",AB-,1949-07-24,"9349 Jackson Street Apt. 512
Smithmouth, SD 53524",White,Automotive engineer,F
7059,divorced,yes,50.71969,46.95246,7.74329,5.31064,7.92462,34.23624,40.17235,782-08-2120,8.11567,0.0,7.11198,4.39244,13.90612,5.3352,William Cunningham,"78762 Heather Summit Suite 730
East Austintown, OK 88209",AB-,1955-05-08,"5575 Nichols Ford Suite 484
Moorestad, NM 88457",White,Patent examiner,M
7060,widowed,yes,34.54902,54.78875,8.31035,6.53847,8.36912,50.46831,26.24956,782-08-2120,5.64602,1.0,6.35386,7.83988,2.76975,6.09605,William Cunningham,"78762 Heather Summit Suite 730
East Austintown, OK 88209",AB-,1955-05-08,"5575 Nichols Ford Suite 484
Moorestad, NM 88457",White,Patent examiner,M
7061,single,no,95.01351,67.7095,6.29663,4.79455,6.39547,62.11321,61.17287,782-08-2120,7.22908,0.0,6.72924,6.05063,9.12043,5.97764,William Cunningham,"78762 Heather Summit Suite 730
East Austintown, OK 88209",AB-,1955-05-08,"5575 Nichols Ford Suite 484
Moorestad, NM 88457",White,Patent examiner,M
7062,single,yes,48.02762,46.85484,7.77737,4.622,7.91644,61.23394,36.3914,782-08-2120,7.83206,0.0,6.32772,5.63173,12.04242,6.40237,William Cunningham,"78762 Heather Summit Suite 730
East Austintown, OK 88209",AB-,1955-05-08,"5575 Nichols Ford Suite 484
Moorestad, NM 88457",White,Patent examiner,M
7063,divorced,yes,8.17879,136.67331,5.88042,7.85474,3.40607,39.6031,59.35684,873-35-4997,8.37531,1.0,6.46343,6.6889,19.74629,7.10645,Laura Martin,"85929 Carol Brook
Port Dawnstad, NE 70906",A-,1932-09-22,"00640 Jody Ways Suite 261
Barrettfort, MT 15040",Black,Dancer,F
7064,married,no,70.70534,63.55133,7.88554,6.37033,7.19475,57.01899,31.71913,873-35-4997,4.04757,1.0,4.82176,5.71014,3.64016,6.641,Laura Martin,"85929 Carol Brook
Port Dawnstad, NE 70906",A-,1932-09-22,"00640 Jody Ways Suite 261
Barrettfort, MT 15040",Black,Dancer,F
7065,widowed,no,34.48241,61.24661,4.78843,5.97995,4.13091,56.61584,54.86302,873-35-4997,8.38753,1.0,6.89043,6.61356,20.95107,6.16449,Laura Martin,"85929 Carol Brook
Port Dawnstad, NE 70906",A-,1932-09-22,"00640 Jody Ways Suite 261
Barrettfort, MT 15040",Black,Dancer,F
7066,widowed,no,84.65445,59.45322,6.47135,4.20139,6.37783,72.58768,46.50395,831-53-1668,6.43273,0.0,4.84614,6.76642,8.91112,5.79069,Tiffany Marshall,"Unit 6276 Box 5887
DPO AP 26237",O+,1975-09-13,"9911 Paul Shoals Suite 141
Lake Christopherton, IA 18565",Black,Child psychotherapist,F
7067,married,yes,73.06724,86.90643,7.72575,8.14784,5.39135,61.88581,49.84211,831-53-1668,7.14921,1.0,7.63444,6.51315,9.02082,5.90433,Tiffany Marshall,"Unit 6276 Box 5887
DPO AP 26237",O+,1975-09-13,"9911 Paul Shoals Suite 141
Lake Christopherton, IA 18565",Black,Child psychotherapist,F
7068,single,no,21.62921,112.17757,6.50822,8.24691,3.91652,63.60636,69.70001,235-77-6039,7.97271,1.0,5.93046,6.05643,11.11758,8.19162,Dawn Anderson,"61120 Sherri Meadows Suite 773
East Sean, FL 03039",B+,1940-07-26,"75105 Smith Cliff
Josefurt, IN 49755",Hawaiian,Mining engineer,F
7069,single,yes,63.58577,108.3019,6.54024,4.75581,7.35465,35.61329,41.84725,235-77-6039,5.71447,1.0,6.07641,7.11825,6.53163,7.09058,Dawn Anderson,"61120 Sherri Meadows Suite 773
East Sean, FL 03039",B+,1940-07-26,"75105 Smith Cliff
Josefurt, IN 49755",Hawaiian,Mining engineer,F
7070,nop,yes,44.15306,75.5594,6.04977,6.47219,4.62626,33.56336,25.91465,235-77-6039,7.79635,1.0,5.69899,6.16442,12.51266,5.14273,Dawn Anderson,"61120 Sherri Meadows Suite 773
East Sean, FL 03039",B+,1940-07-26,"75105 Smith Cliff
Josefurt, IN 49755",Hawaiian,Mining engineer,F
7071,divorced,no,53.24385,55.83028,7.41589,4.85042,7.70499,62.43182,62.26026,181-06-4123,8.81317,0.0,7.98673,5.93851,26.03262,6.99719,Marie Powell,"0192 Caldwell Crossroad
Danielchester, RI 22809",AB-,1913-07-24,"USCGC Evans
FPO AA 95163",Black,Biomedical engineer,F
7072,divorced,no,68.00489,14.84322,8.16647,8.24506,5.12504,50.64716,50.20008,181-06-4123,7.03595,1.0,4.84456,6.18763,6.64419,6.46864,Marie Powell,"0192 Caldwell Crossroad
Danielchester, RI 22809",AB-,1913-07-24,"USCGC Evans
FPO AA 95163",Black,Biomedical engineer,F
7073,married,yes,31.34276,57.92929,8.28272,2.90416,4.27242,54.79692,39.34999,181-06-4123,7.19591,0.0,3.72686,6.13581,6.60075,6.94449,Marie Powell,"0192 Caldwell Crossroad
Danielchester, RI 22809",AB-,1913-07-24,"USCGC Evans
FPO AA 95163",Black,Biomedical engineer,F
7074,nop,yes,78.46958,90.85823,6.74393,6.34834,5.88768,63.84059,45.88974,181-06-4123,7.18717,1.0,7.04279,6.83552,7.06955,5.41204,Marie Powell,"0192 Caldwell Crossroad
Danielchester, RI 22809",AB-,1913-07-24,"USCGC Evans
FPO AA 95163",Black,Biomedical engineer,F
7075,nop,no,87.7808,18.33235,7.0009,7.48094,6.56169,53.96479,40.15635,650-73-8179,4.11614,1.0,7.93005,7.71852,4.75291,6.35681,Ryan Turner,"91872 Diamond Hollow Apt. 240
Martinton, VT 20602",A-,1930-04-25,"37956 Susan Crossing Suite 068
North Julie, KS 20016",White,"Engineer, communications",M
7076,married,yes,39.81909,28.25611,7.8739,2.35179,8.09715,67.88714,51.91064,650-73-8179,8.18306,0.0,7.4575,5.79338,16.38088,5.87707,Ryan Turner,"91872 Diamond Hollow Apt. 240
Martinton, VT 20602",A-,1930-04-25,"37956 Susan Crossing Suite 068
North Julie, KS 20016",White,"Engineer, communications",M
7077,divorced,no,53.91367,73.6255,7.24884,5.22756,7.77878,48.56261,33.04759,650-73-8179,5.5377,1.0,4.84719,5.40304,6.43349,7.6927,Ryan Turner,"91872 Diamond Hollow Apt. 240
Martinton, VT 20602",A-,1930-04-25,"37956 Susan Crossing Suite 068
North Julie, KS 20016",White,"Engineer, communications",M
7078,divorced,yes,18.34647,61.24506,8.70901,4.24967,10.05413,52.87994,29.71748,732-07-5015,7.4618,1.0,5.7613,5.00115,12.93085,7.01587,Brandon Gomez,"53534 Daniels Keys Apt. 746
West Lisa, NV 81973",B+,1986-08-10,"7035 Joseph Rest Apt. 367
East Jill, WA 52138",White,Building control surveyor,M
7079,divorced,yes,27.7141,15.38079,7.57093,4.9588,8.37203,59.94246,72.18294,732-07-5015,6.00013,1.0,4.54077,7.98164,6.38225,5.16747,Brandon Gomez,"53534 Daniels Keys Apt. 746
West Lisa, NV 81973",B+,1986-08-10,"7035 Joseph Rest Apt. 367
East Jill, WA 52138",White,Building control surveyor,M
7080,divorced,yes,33.13427,45.20387,8.33511,5.7852,8.1271,61.06433,43.69659,732-07-5015,7.15231,0.0,8.22467,6.5928,9.33913,5.62249,Brandon Gomez,"53534 Daniels Keys Apt. 746
West Lisa, NV 81973",B+,1986-08-10,"7035 Joseph Rest Apt. 367
East Jill, WA 52138",White,Building control surveyor,M
7081,divorced,yes,14.3133,44.04044,7.57331,5.8917,3.70261,58.33548,37.73805,206-81-5209,4.11621,0.0,6.23928,5.167,5.90088,5.71844,Teresa Blake,"620 Little Orchard Suite 424
South Katelynfurt, OK 77604",AB-,1974-06-11,"USNS Peterson
FPO AE 18162",Black,"Scientist, audiological",F
7082,single,yes,84.3023,48.28254,6.59597,5.50463,6.51905,51.06576,53.29899,206-81-5209,3.59514,0.0,6.10553,6.1375,5.47854,6.48901,Teresa Blake,"620 Little Orchard Suite 424
South Katelynfurt, OK 77604",AB-,1974-06-11,"USNS Peterson
FPO AE 18162",Black,"Scientist, audiological",F
7083,nop,no,88.07692,101.58879,6.71622,3.36717,6.22686,55.23562,63.56922,206-81-5209,4.23558,1.0,4.24337,7.65049,5.20174,5.43687,Teresa Blake,"620 Little Orchard Suite 424
South Katelynfurt, OK 77604",AB-,1974-06-11,"USNS Peterson
FPO AE 18162",Black,"Scientist, audiological",F
7084,widowed,yes,85.71067,74.26209,7.05233,4.51555,6.62719,47.73919,45.93472,693-81-6885,6.03361,0.0,6.10073,5.00653,6.34934,7.26896,Nathan Smith,"453 Paul Port
Port Patricia, NC 52819",O-,1950-12-21,"3843 Robin Plaza Apt. 247
Lopezchester, IL 87750",Black,Research scientist (life sciences),M
7085,nop,no,47.44261,30.13813,6.22769,6.86597,4.91885,56.95368,45.09157,693-81-6885,7.77608,1.0,4.89533,6.75286,13.45001,6.15266,Nathan Smith,"453 Paul Port
Port Patricia, NC 52819",O-,1950-12-21,"3843 Robin Plaza Apt. 247
Lopezchester, IL 87750",Black,Research scientist (life sciences),M
7086,nop,yes,86.29725,139.99023,7.56234,4.00906,5.91918,73.96752,75.17692,693-81-6885,2.95297,1.0,4.51313,5.17784,4.99549,4.96713,Nathan Smith,"453 Paul Port
Port Patricia, NC 52819",O-,1950-12-21,"3843 Robin Plaza Apt. 247
Lopezchester, IL 87750",Black,Research scientist (life sciences),M
7087,married,yes,23.29044,94.05611,7.00763,8.34528,3.96381,59.24151,43.69511,380-81-4896,7.94737,1.0,5.45716,6.05387,15.4122,6.75549,Kim Gray,"887 Hart Roads
East Michael, MA 27834",AB+,2010-03-15,"322 Neal Meadow
Lake Thomas, MO 19480",White,Geochemist,F
7088,nop,yes,79.11539,50.14476,6.02496,2.91031,6.02257,44.12832,63.35849,380-81-4896,7.27039,0.0,7.33319,6.95026,10.48301,6.24588,Kim Gray,"887 Hart Roads
East Michael, MA 27834",AB+,2010-03-15,"322 Neal Meadow
Lake Thomas, MO 19480",White,Geochemist,F
7089,single,yes,8.17192,125.69945,9.80742,4.70214,3.39795,64.40923,57.01025,380-81-4896,5.30743,0.0,8.64966,7.05451,4.03739,6.57937,Kim Gray,"887 Hart Roads
East Michael, MA 27834",AB+,2010-03-15,"322 Neal Meadow
Lake Thomas, MO 19480",White,Geochemist,F
7090,separated,no,37.91186,68.66566,7.68072,3.09799,8.02849,31.06619,49.82724,380-81-4896,5.63846,1.0,5.41787,6.50461,6.39949,6.0639,Kim Gray,"887 Hart Roads
East Michael, MA 27834",AB+,2010-03-15,"322 Neal Meadow
Lake Thomas, MO 19480",White,Geochemist,F
7091,nop,yes,39.62707,62.50994,7.0847,5.84306,8.10921,69.52318,46.73734,021-83-4893,6.17524,1.0,6.37491,6.26813,4.64704,4.98523,Joshua Harrington,"0930 Russell Underpass
Clarkeshire, KS 10355",O-,1979-02-28,"5783 Graham Mission
West Melinda, WA 27045",White,Conference centre manager,M
7092,divorced,yes,51.41815,84.54189,7.42863,7.92269,4.98959,48.59877,67.50256,021-83-4893,7.19573,1.0,7.29104,6.18891,9.63728,6.16391,Joshua Harrington,"0930 Russell Underpass
Clarkeshire, KS 10355",O-,1979-02-28,"5783 Graham Mission
West Melinda, WA 27045",White,Conference centre manager,M
7093,married,no,52.54211,70.46837,6.13136,5.81215,5.04451,46.13819,60.13154,021-83-4893,3.03091,1.0,5.55489,6.00347,7.5886,6.11944,Joshua Harrington,"0930 Russell Underpass
Clarkeshire, KS 10355",O-,1979-02-28,"5783 Graham Mission
West Melinda, WA 27045",White,Conference centre manager,M
7094,single,no,38.7775,27.04717,7.24109,7.30165,4.45741,46.25316,74.15456,571-75-2203,7.57044,1.0,5.1775,5.84925,10.77595,4.96562,Heather Rodriguez,"2911 Sarah Station
Amandahaven, IL 20758",O+,1942-01-28,"USCGC Sherman
FPO AP 13154",Black,English as a foreign language teacher,F
7095,married,yes,80.25354,109.90565,6.62934,4.42643,6.91258,64.18328,26.49593,571-75-2203,7.67835,0.0,5.37448,5.45997,13.5421,5.09543,Heather Rodriguez,"2911 Sarah Station
Amandahaven, IL 20758",O+,1942-01-28,"USCGC Sherman
FPO AP 13154",Black,English as a foreign language teacher,F
7096,single,yes,27.40181,174.444,8.12444,4.4062,8.40367,47.33132,38.17847,571-75-2203,7.9755,0.0,6.32654,5.9448,13.72353,6.56924,Heather Rodriguez,"2911 Sarah Station
Amandahaven, IL 20758",O+,1942-01-28,"USCGC Sherman
FPO AP 13154",Black,English as a foreign language teacher,F
7097,separated,yes,26.66743,104.29275,8.04564,8.19419,4.30599,77.05884,29.88959,636-57-9298,7.33665,1.0,3.75346,6.68767,7.01919,6.23756,Justin Whitaker,"7331 Gordon Landing
Ramosstad, MN 47078",A-,2016-01-07,"938 Horton Haven Suite 034
North Mark, NE 59492",Black,"Producer, television/film/video",M
